S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
2243,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $289.99 ,51," $14,789.49 ",220
2244,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $589.99 ,42," $24,779.58 ",371
2245,Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0," $1,599.00 ",43," $68,757.00 ",209
2246,Dell,Dell Precision 7760 Laptop,17 Inches,Silver,2 TB,Intel Core i9,64 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA RTX A3000 6GB GDDR6,N/A,0, $589.99 ,53," $31,269.47 ",270
2247,Latitude,E7440,14 Inches,N/A,256 GB,Core i5,8 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics,N/A,2.7, $589.99 ,42," $24,779.58 ",239
2248,Dell,XPS 15 7590,15.6 Inches,N/A,512 GB,N/A,16 GB,Windows 10 Pro,N/A,Dedicated,NVIDIA GeForce GTX 1650,4.5 GHz,3.6, $602.47 ,17," $10,241.99 ",109
2249,Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,N/A,Integrated,NVIDIA GeForce RTX 3050 Ti,N/A,0, $589.99 ,31," $18,289.69 ",273
2250,Dell,Latitude 3340,13.3 Inches,N/A,500 GB,Core i3,4 GB,Windows 7 Professional,Memory Card Slot,Integrated,Intel HD Graphics 4400,N/A,3.3, $589.99 ,39," $23,009.61 ",212
2251,Lenovo,Lenovo ThinkBook Plus,13.3 Inches,Iron Gray,512 GB,Core i7,16 GB,Windows 10 Pro,N/A,Integrated,Intel UHD Graphics,N/A,1," $1,044.77 ",47," $49,104.19 ",240
2252,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,944.65 ",48," $93,343.20 ",435
2253,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $1,436.81 ",62," $89,082.22 ",152
2254,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,246.60 ",21," $26,178.60 ",204
2255,Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0, $389.99 ,17," $6,629.83 ",426
2256,Dell,Latitude 5420,14 Inches,Gray,1 TB,Core i5 Family,64 GB,Windows 11 Pro,N/A,Integrated,Intel UHD Graphics,N/A,4.5, $589.99 ,38," $22,419.62 ",528
2257,HP,Dragonfly Folio G3,13.5 Inches,N/A,512 GB,Core i7,16 GB,Windows 11 Pro,"Corning Gorilla Glass 7, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0," $1,699.00 ",21," $35,679.00 ",405
2258,Dell,Dell Latitude,12 Inches,N/A,N/A,Core i7 6600U,8 GB,Windows 10 Pro,N/A,Integrated,Intel HD Graphics 520,2.6 GHz,4, $275.00 ,12," $3,300.00 ",340
2259,Lenovo,ThinkBook 13s G4 IAP,13.3 Inches,N/A,256 GB,Core i5,8 GB,Windows 11 Pro,N/A,Integrated,Intel,1.7 GHz,0, $999.99 ,54," $53,999.46 ",523
2260,Dell,Latitude 9520,15 Inches,N/A,512 GB,Core i7 Family,16 GB,Windows 10 Pro,N/A,Integrated,Integrated Iris Xe Graphics,3 GHz,0," $1,787.62 ",25," $44,690.50 ",386
2261,Dell,G15 5521 Laptop,15.6 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,N/A,Integrated,NVIDIA GeForce RTX 3070 Ti,N/A,0," $2,102.99 ",27," $56,780.73 ",223
2262,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4070,N/A,0, $639.99 ,52," $33,279.48 ",133
2263,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,599.00 ",29," $46,371.00 ",313
2264,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $999.99 ,34," $33,999.66 ",367
2265,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,638.95 ",41," $67,196.95 ",269
2266,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $975.99 ,19," $18,543.81 ",287
2267,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,557.79 ",32," $49,849.28 ",338
2268,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $656.85 ,22," $14,450.70 ",177
2269,Dell,Precision 7770,17 Inches,N/A,1.5 TB,Intel Core i7,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,N/A,0," $1,599.00 ",52," $83,148.00 ",151
2270,Alienware,R1,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,Anti-glare,Integrated,N/A,N/A,3.9, $589.99 ,46," $27,139.54 ",446
2271,MSI,GS66 Stealth 10UE-498,15.6 Inches,Core Black,2 TB,Core i7 Family,32 GB,Windows 10 Home,Anti-glare,Dedicated,N/A,N/A,3.7, $639.99 ,39," $24,959.61 ",212
2272,Dell,Dell Inspiron,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10,Backlit Kb,Integrated,N/A,N/A,0, $699.00 ,36," $25,164.00 ",193
2273,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $589.99 ,51," $30,089.49 ",510
2274,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $1,699.00 ",52," $88,348.00 ",527
2275,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,576.57 ",46," $72,522.22 ",174
2276,Lenovo,X230,12.5 Inches,Black,128 GB,Core i5,4 GB,Windows 7 Professional,Fingerprint Reader,Integrated,N/A,N/A,3.6, $179.00 ,46," $8,234.00 ",159
2277,Dell,Precision 7770,17.3 Inches,N/A,512 GB,Core i7 Family,64 GB,Windows 10 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,N/A,0," $1,599.00 ",50," $79,950.00 ",202
2278,Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,28," $16,519.72 ",335
2279,Dell,Dell XPS 13 9300,11.6 Inches,N/A,256 GB,Unknown,8 GB,Windows 10,N/A,Integrated,Intel,3.6 GHz,3, $639.99 ,27," $17,279.73 ",417
2280,Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3050,N/A,0," $1,155.99 ",39," $45,083.61 ",231
2281,Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,50," $29,499.50 ",253
2282,Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0, $389.99 ,23," $8,969.77 ",264
2283,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $777.02 ,20," $15,540.40 ",464
2284,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $569.77 ,46," $26,209.42 ",451
2285,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,012.99 ",25," $25,324.75 ",451
2286,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $389.99 ,45," $17,549.55 ",212
2287,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,999.00 ",54," $1,07,946.00 ",218
2288,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,499.00 ",34," $50,966.00 ",267
2289,Dell,Latitude 3520,15.6 Inches,N/A,256 GB,Core i5,16 GB,Windows 10 Pro,N/A,Integrated,Intel Iris Xe Graphics,2.4 GHz,0," $3,611.89 ",60," $2,16,713.40 ",388
2290,Dell,Chromebook 11 3000,11.6 Inches,Black,N/A,Celeron,4 GB,Chrome OS,Anti-glare Screen,"HD Graphics, Integrated",Intel HD Graphics,N/A,0, $286.43 ,26," $7,447.18 ",263
2291,hp,HP Omen,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10,Anti-glare,Dedicated,N/A,N/A,4.5," $1,599.00 ",54," $86,346.00 ",450
2292,Elo,EloPOS,22 Inches,Black,N/A,Core i5,8 GB,Linux,N/A,N/A,N/A,N/A,0," $3,799.99 ",31," $1,17,799.69 ",473
2293,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3080,N/A,5, $999.99 ,17," $16,999.83 ",325
2294,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,125.99 ",50," $56,299.50 ",315
2295,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $999.99 ,27," $26,999.73 ",195
2296,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,026.13 ",27," $27,705.51 ",432
2297,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $2,499.00 ",64," $1,59,936.00 ",145
2298,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,239.77 ",63," $78,105.51 ",310
2299,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $999.99 ,35," $34,999.65 ",372
2300,Lenovo,ThinkPad P15 Gen 1 with Nvidia Quadro RTX 4000 Max-Q Design,15.6 Inches,Black,1 TB,Core i7 Family,64 GB,Windows 10 Pro,N/A,Dedicated,NVIDIA Quadro RTX 4000 with Max-Q Design 8GB GDDR6,N/A,0, $999.99 ,43," $42,999.57 ",180
2301,Lenovo,Lenovo Thinkpad,14 Inches,Black,1 TB,Core i7,24 GB,Windows 10 Pro,"Anti-glare,Fingerprint Reader,Stereo Speakers",Integrated,N/A,N/A,3.7, $999.99 ,47," $46,999.53 ",346
2302,LG,14T90P-K.AAB9U1,14 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,Lightweight,Integrated,N/A,N/A,4.1, $459.99 ,56," $25,759.44 ",321
2303,Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3050 Ti,N/A,0," $1,599.00 ",18," $28,782.00 ",210
2304,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $2,603.00 ",20," $52,060.00 ",427
2305,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $389.99 ,38," $14,819.62 ",260
2306,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $953.82 ,24," $22,891.68 ",191
2307,Dell,Alienware X14 Laptop,14 Inches,Lunar Light,2000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3060,N/A,0, $751.06 ,20," $15,021.20 ",496
2308,Dell,Dell Inspiron,17.3 Inches,N/A,2 TB,Core i7,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce MX230,N/A,4.5," $1,649.95 ",53," $87,447.35 ",168
2309,Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,469.44 ",18," $26,449.92 ",280
2310,Lenovo,ThinkPad L14 Gen 3,14 Inches,N/A,256 GB,Core i5,8 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,N/A,0," $2,102.99 ",39," $82,016.61 ",156
2311,Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0," $1,799.00 ",20," $35,980.00 ",503
2312,Dell,Latitude 9330 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0," $1,499.00 ",55," $82,445.00 ",362
2313,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $589.99 ,42," $24,779.58 ",288
2314,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $589.99 ,51," $30,089.49 ",357
2315,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,680.56 ",53," $89,069.68 ",467
2316,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $767.11 ,50," $38,355.50 ",494
2317,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,749.99 ",64," $1,11,999.36 ",167
2318,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,599.00 ",15," $23,985.00 ",330
2319,Lenovo,21EM001GUS,13 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,N/A,N/A,0, $999.99 ,46," $45,999.54 ",135
2320,Lenovo,Lenovo Thinkpad,17.3 Inches,N/A,N/A,Core i7,32 GB,Windows,Backlit Keyboard,Integrated,N/A,N/A,0," $1,488.13 ",49," $72,918.37 ",151
2321,Dell,Inspiron 3511,15.6 Inches,N/A,1 TB,Core i5,16 GB,Windows 10 Pro,N/A,Integrated,Intel UHD Graphics,1 GHz,0," $1,715.99 ",64," $1,09,823.36 ",385
2322,Dell,Latitude,15.6 Inches,N/A,512 GB,Core i7,8 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,N/A,0, $629.49 ,40," $25,179.60 ",347
2323,SAMSUNG,Galaxy Book Odyssey,15.6 Inches,N/A,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,N/A,4.7, $899.99 ,21," $18,899.79 ",117
2324,Alienware,AWm15-7830SLV-PUS,15.6 Inches,N/A,1000 GB,Core i7 8750H,16 GB,Windows 10 Home,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,N/A,4.1," $1,021.99 ",45," $45,989.55 ",200
2325,Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $459.99 ,12," $5,519.88 ",194
2326,Dell,Inspiron 5625 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,N/A,Integrated,AMD Integrated Graphics,N/A,0," $1,091.99 ",62," $67,703.38 ",482
2327,Lenovo,ThinkPad,14 Inches,N/A,256 GB,Core i5-5200U,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",Intel Graphics Integrated,N/A,3.3," $1,699.00 ",35," $59,465.00 ",342
2328,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $3,164.87 ",17," $53,802.79 ",470
2329,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $589.99 ,41," $24,189.59 ",127
2330,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $639.99 ,35," $22,399.65 ",223
2331,Lenovo,13w Yoga,13.3 Inches,N/A,256 GB,Ryzen 5,8 GB,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,N/A,0, $508.00 ,26," $13,208.00 ",402
2332,Dell,Inspiron 3511,15.6 Inches,N/A,1 TB,Core i5,32 GB,Windows 11 Home,N/A,Integrated,Intel UHD Graphics,1 GHz,0, $589.99 ,60," $35,399.40 ",310
2333,Dell,Latitude,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"High Definition Audio, Anti Glare Coating, Memory Card Slot",Integrated,N/A,N/A,5," $1,808.99 ",23," $41,606.77 ",151
2334,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,839.00 ",27," $49,653.00 ",171
2335,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $999.99 ,27," $26,999.73 ",221
2336,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $369.00 ,49," $18,081.00 ",502
2337,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $458.14 ,45," $20,616.30 ",525
2338,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,009.99 ",59," $59,589.41 ",362
2339,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $999.99 ,34," $33,999.66 ",383
2340,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,749.33 ",57," $99,711.81 ",137
2341,Dell,Latitude 3320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,599.00 ",58," $92,742.00 ",163
2342,Dell,Latitude 7430 Laptop,14 Inches,Aluminum,1000 GB,Core i7,16 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,4," $1,599.00 ",21," $33,579.00 ",508
2343,Lenovo,ThinkPad P15 Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,RTX A2000,N/A,N/A,0," $1,247.21 ",57," $71,090.97 ",414
2344,Dell,Inspiron 3515,15.6 Inches,N/A,256 GB,AMD R Series,8 GB,Windows 10 Pro,N/A,Integrated,AMD Radeon Graphics,2.1 GHz,0, $212.32 ,18," $3,821.76 ",366
2345,Dell,XPS 15 7590,15.6 Inches,N/A,1 TB,Intel Core Duo,32 GB,Windows 10 Pro,"Chiclet,Fingerprint Reader",Dedicated,NVIDIA GeForce GTX 1650,N/A,3," $3,466.81 ",31," $1,07,471.11 ",238
2346,Dell,XPS 9320 Laptop,13.4 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,N/A,Integrated,Intel Integrated Graphics,N/A,0, $999.99 ,33," $32,999.67 ",373
2347,Lenovo,ThinkPad E15,15.6 Inches,N/A,1000 GB,Core i7,24 GB,Windows 11 Pro,N/A,Integrated,Intel Iris Xe Graphics,1.7 GHz,0, $953.82 ,43," $41,014.26 ",267
2348,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,269.99 ",32," $40,639.68 ",118
2349,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $589.99 ,59," $34,809.41 ",502
2350,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $589.99 ,21," $12,389.79 ",136
2351,Dell,Precision,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,N/A,Dedicated,Radeon Pro WX Vega M GL,N/A,1, $111.05 ,41," $4,553.05 ",326
2352,Dell,N/A,14 Inches,N/A,32 GB,Core i7,32 GB,N/A,Backlit Kb,Integrated,N/A,1.7 GHz,4.3," $1,275.99 ",62," $79,111.38 ",284
2353,Dell,Inspiron 5425 Laptop,14 Inches,"Gray, Grey, Platinum Silver",512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,N/A,Integrated,AMD Integrated Graphics,N/A,5, $276.98 ,25," $6,924.50 ",396
2354,Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0," $1,942.83 ",42," $81,598.86 ",219
2355,Lenovo,ThinkPad X1 Carbon Gen 8,14 Inches,Black,512 GB,N/A,16 GB,Windows 10,Anti-glare,Integrated,Intel UHD Graphics,N/A,3.8, $900.89 ,63," $56,756.07 ",146
2356,Razer,Blade 15,15.6 Inches,Black,N/A,Corei7-10750H,16 GB,Windows 10 Home,Backlit Keyboard,RTX 3070,NVIDIA GeForce TRX 3070,N/A,4.2," $1,299.00 ",29," $37,671.00 ",159
2357,Dell,Vostro 3520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0, $750.74 ,27," $20,269.98 ",421
2358,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $289.95 ,43," $12,467.85 ",233
2359,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,523.03 ",57," $86,812.71 ",288
2360,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $639.99 ,40," $25,599.60 ",144
2361,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $2,340.99 ",21," $49,160.79 ",278
2362,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $389.99 ,13," $5,069.87 ",334
2363,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $899.99 ,16," $14,399.84 ",120
2364,HP,HP EliteBook,14 Inches,Silver,N/A,1.2GHz Cortex A8 Processor,1 GB,Windows 10,N/A,Integrated,Intel Iris,N/A,0," $1,819.99 ",49," $89,179.51 ",379
2365,Dell,Alienware X14 Laptop,14 Inches,Lunar Light,1000 GB,Core i7,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3060,N/A,0, $229.99 ,39," $8,969.61 ",220
2366,Lenovo,N/A,15.6 Inches,Gray,512 GB,Core i7,16 GB,Windows 10,Fingerprint Reader,Dedicated,NVIDIA GeForce GTX 1650,N/A,3.8," $2,370.07 ",36," $85,322.52 ",288
2367,Dell,Dell-7855-G7-512SSD,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce GTX 1060,N/A,5, $955.99 ,54," $51,623.46 ",325
2368,Lenovo,Lenovo 17.3 L,17.3 Inches,Platinum Grey,128 GB,Ryzen 3 1300X,8 GB,Windows 10,"Anti-glare,Dolby",Integrated,N/A,N/A,4.7, $499.99 ,60," $29,999.40 ",412
2369,ASUS,ASUS Rog Zephyrus,15.6 Inches,Black,1 TB,Corei7-10875H,16 GB,Windows 10 Pro,N/A,RTX 2070 Super,NVIDIA GeForce RTX 2070 Max-Q,N/A,3.5," $2,319.00 ",28," $64,932.00 ",438
2370,Dell,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,N/A,Integrated,AMD Radeon Graphics,N/A,0," $3,999.99 ",27," $1,07,999.73 ",342
2371,Dell,Dell Precision 5520 Mobile Workstation,15.6 Inches,N/A,N/A,N/A,16 GB,Windows 10 Pro,N/A,Dedicated,Intel HD Graphics 630,2.9 GHz,2, $677.99 ,37," $25,085.63 ",474
2372,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,599.00 ",28," $44,772.00 ",234
2373,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $389.99 ,55," $21,449.45 ",278
2374,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $419.00 ,53," $22,207.00 ",252
2375,dell,N/A,15.6 Inches,N/A,1 TB,Core i5,8 GB,Windows 10,N/A,Integrated,Intel HD Graphics 620,N/A,4," $1,730.95 ",16," $27,695.20 ",422
